,X,Y,FID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
5256,-9194277.7634,4978693.7176,5266,170944906,AVITA ONTARIO,715 RICHLAND MALL,MANSFIELD,OH,44906,NOT AVAILABLE,(567) 307-7666,GENERAL ACUTE CARE,OPEN,-999,RICHLAND,39139,USA,40.771483356,-82.593602413,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2019/05/09 00:00:00,http://avitahealth.org/home,NOT AVAILABLE,NOT AVAILABLE,39,NOT AVAILABLE,-999,26,NOT AVAILABLE,Y
5282,-9253847.643,4949319.0043,5292,643302,MARION GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,MARION,OH,43302,NOT AVAILABLE,(740) 383-8400,GENERAL ACUTE CARE,OPEN,270,MARION,39101,USA,40.5713431570001,-83.128727746,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.ohiohealth.com/mariongeneral,1233,NOT AVAILABLE,39,NON-PROFIT,-999,270,NOT AVAILABLE,Y
5283,-9238795.4038,4878904.5559,5293,174743229,SUN BEHAVIORAL COLUMBUS,900 EAST DUBLIN GRANVILLE ROAD,COLUMBUS,OH,43229,NOT AVAILABLE,(732) 747-1894,PSYCHIATRIC,OPEN,-999,FRANKLIN,39049,USA,40.0891415580001,-82.993511181,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2019/05/09 00:00:00,http://www.sunpsychiatrichospitalcolumbus.com/,NOT AVAILABLE,NOT AVAILABLE,39,PROPRIETARY,-999,81,NOT AVAILABLE,N
5288,-9306251.5127,5104430.9266,5298,128643614,NORTHWEST OHIO PSYCHIATRIC HOSPITAL,930 SOUTH DETROIT AVENUE,TOLEDO,OH,43614,NOT AVAILABLE,(419) 381-1881,PSYCHIATRIC,OPEN,-999,LUCAS,39095,USA,41.621375094,-83.599479717,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/12 00:00:00,http://mha.ohio.gov/default.aspx?tabid=191,NOT AVAILABLE,NOT AVAILABLE,39,GOVERNMENT - STATE,-999,114,NOT AVAILABLE,N
5304,-9330022.9956,4855049.4854,5314,445502,OHIO VALLEY MEDICAL CENTER,100 WEST MAIN STREET,SPRINGFIELD,OH,45502,NOT AVAILABLE,(937) 521-3900,SPECIAL,OPEN,24,CLARK,39023,USA,39.9250001620001,-83.813022581,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://myovmc.com/,1487,NOT AVAILABLE,39,PROPRIETARY,-999,24,NOT AVAILABLE,N
5311,-9313640.6128,5067919.0905,5321,16943402,WOOD COUNTY HOSPITAL,950 WEST WOOSTER STREET,BOWLING GREEN,OH,43402,NOT AVAILABLE,(419) 354-8900,GENERAL ACUTE CARE,OPEN,196,WOOD,39173,USA,41.3757190270001,-83.665857133,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.woodcountyhospital.org,1295,NOT AVAILABLE,39,NON-PROFIT,-999,196,NOT AVAILABLE,Y
5361,-9232416.8613,4809478.3115,5371,13043113,BERGER HOSPITAL,600 NORTH PICKAWAY STREET,CIRCLEVILLE,OH,43113,NOT AVAILABLE,(740) 474-2126,GENERAL ACUTE CARE,OPEN,82,PICKAWAY,39129,USA,39.6103388980001,-82.9362117589999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/01/31 00:00:00,http://www.bergerhealth.com,1254,NOT AVAILABLE,39,GOVERNMENT - LOCAL,-999,82,NOT AVAILABLE,Y
5363,-9083451.04,5074663.1406,5373,2144125,MARYMOUNT HOSPITAL,12300 MCCRACKEN ROAD,GARFIELD HEIGHTS,OH,44125,NOT AVAILABLE,(216) 581-0500,GENERAL ACUTE CARE,OPEN,315,CUYAHOGA,39035,USA,41.421163967,-81.598029018,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.marymount.org,1136,NOT AVAILABLE,39,NON-PROFIT,-999,315,NOT AVAILABLE,Y
5442,-9222074.8434,4862588.8264,5452,96,MT CARMEL EAST HOSPITAL,6001 E BROAD ST,COLUMBUS,OH,43213,NOT AVAILABLE,(614) 234-6000,GENERAL ACUTE CARE,OPEN,461,FRANKLIN,39049,USA,39.9769193320001,-82.8433078309999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/05/22 00:00:00,http://www.mountcarmelhealth.com/mount-carmel-east-hospital,1027,NOT AVAILABLE,39,NON-PROFIT,-999,461,LEVEL II,Y
5443,-9373481.8567,4813099.7077,5453,91,SOUTHVIEW HOSPITAL,1997 MIAMISBURG CENTERVILLE RD,DAYTON,OH,45459,NOT AVAILABLE,(937) 439-6000,GENERAL ACUTE CARE,OPEN,128,MONTGOMERY,39113,USA,39.6353966140001,-84.203420173,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/05/22 00:00:00,http://www.ketteringhealth.org/southview/,1035,NOT AVAILABLE,39,NON-PROFIT,-999,128,NOT AVAILABLE,N
5444,-8978922.5814,4919531.0255,5454,99,TRINITY MEDICAL CENTER WEST-ER,4000 JOHNSON RD,STEUBENVILLE,OH,43952,NOT AVAILABLE,(740) 264-8360,GENERAL ACUTE CARE,OPEN,256,JEFFERSON,39081,USA,40.367774109,-80.659033898,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/05/22 00:00:00,http://www.trinityhealth.com/,1004,NOT AVAILABLE,39,NON-PROFIT,-999,256,NOT AVAILABLE,Y
5445,-8979083.6767,5017144.6812,5455,97,AKRON CHILDREN'S HOSP BEEGHLY,6505 MARKET ST,BOARDMAN,OH,44512,NOT AVAILABLE,(330) 543-8290,CHILDREN,OPEN,43,MAHONING,39099,USA,41.032554836,-80.660481042,622310,"CHILDREN'S HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/05/22 00:00:00,https://www.akronchildrens.org/cms/fad_locations/beeghly_campus/,1488,NOT AVAILABLE,39,NON-PROFIT,-999,43,NOT AVAILABLE,Y
5580,-9357856.2529,4832726.5768,5590,17645431,SOIN MEDICAL CENTER,3535 PENTAGON PARK BLVD,BEAVERCREEK,OH,45431,NOT AVAILABLE,(937) 702-4000,GENERAL ACUTE CARE,OPEN,127,GREENE,39057,USA,39.77104394,-84.0630529859999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://ketteringhealth.org/soin/,1504,NOT AVAILABLE,39,NON-PROFIT,-999,127,LEVEL III,Y
5581,-9342793.3484,4822460.4978,5591,1945385,GREENE MEMORIAL HOSPITAL,1141 NORTH MONROE DRIVE,XENIA,OH,45385,NOT AVAILABLE,(937) 352-2000,GENERAL ACUTE CARE,OPEN,49,GREENE,39057,USA,39.7001251720001,-83.927740612,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.greenehealth.org,1180,NOT AVAILABLE,39,NON-PROFIT,-999,49,LEVEL III,Y
5585,-9406910.6482,4741509.5423,5595,129545219,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",234 GOODMAN STREET,CINCINNATI,OH,45219,NOT AVAILABLE,(513) 584-1000,GENERAL ACUTE CARE,OPEN,699,HAMILTON,39061,USA,39.138357662,-84.503716116,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/12 00:00:00,http://uchealth.com/university-of-cincinnati-medical-center/,1189,NOT AVAILABLE,39,NON-PROFIT,-999,699,LEVEL I,Y
5586,-9312027.266,5014945.7768,5596,4845840,BLANCHARD VALLEY HOSPITAL,1900 SOUTH MAIN STREET,FINDLAY,OH,45840,NOT AVAILABLE,(419) 423-4500,GENERAL ACUTE CARE,OPEN,176,HANCOCK,39063,USA,41.0176526660001,-83.651364192,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.bvhealthsystem.org/,1194,NOT AVAILABLE,39,NON-PROFIT,-999,176,LEVEL III,Y
5587,-9360560.5423,5073204.188,5597,3943545,"HENRY COUNTY HOSPITAL, INC",1600 EAST RIVERVIEW AVENUE,NAPOLEON,OH,43545,NOT AVAILABLE,(419) 592-4015,CRITICAL ACCESS,OPEN,31,HENRY,39069,USA,41.4113354740001,-84.087346031,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.henrycountyhospital.org,1198,NOT AVAILABLE,39,NON-PROFIT,-999,31,NOT AVAILABLE,Y
5588,-9195458.6225,5045690.2104,5598,7844857,FISHER-TITUS HOSPITAL,272 BENEDICT AVENUE,NORWALK,OH,44857,NOT AVAILABLE,(419) 668-8101,GENERAL ACUTE CARE,OPEN,114,HURON,39077,USA,41.2257042730001,-82.604210251,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.fisher-titus.com,1204,NOT AVAILABLE,39,NON-PROFIT,-999,114,LEVEL III,Y
5589,-9065142.6795,5104932.4431,5599,129644094,WINDSOR LAURELWOOD CENTER FOR BEHAVORIAL MEDICINE,35900 EUCLID AVENUE,WILLOUGHBY,OH,44094,NOT AVAILABLE,(440) 953-3000,PSYCHIATRIC,OPEN,159,LAKE,39085,USA,41.624742869,-81.433562217,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/12 00:00:00,http://www.windsorlaurelwood.com/,1538,NOT AVAILABLE,39,PROPRIETARY,-999,159,NOT AVAILABLE,Y
5590,-9064991.6977,5105077.7275,5600,28844094,LAKE WEST HOSPITAL,36000 EUCLID AVENUE,WILLOUGHBY,OH,44094,NOT AVAILABLE,(440) 375-8100,GENERAL ACUTE CARE,OPEN,267,LAKE,39085,USA,41.625718448,-81.4322059249999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/21 00:00:00,http://www.lakehealth.org/locations/west-medical-center,1006,NOT AVAILABLE,39,NON-PROFIT,-999,267,NOT AVAILABLE,Y
5593,-9293532.7588,5106478.5031,5603,7443616,MERCY ST CHARLES HOSPITAL,2600 NAVARRE AVENUE,OREGON,OH,43616,NOT AVAILABLE,(419) 696-7200,GENERAL ACUTE CARE,OPEN,410,LUCAS,39095,USA,41.6351238390001,-83.485225207,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.mercyweb.org,1223,NOT AVAILABLE,39,NON-PROFIT,-999,410,LEVEL III,Y
5594,-9305781.5964,5112024.6575,5604,6243606,TOLEDO HOSPITAL THE,2142 NORTH COVE BOULEVARD,TOLEDO,OH,43606,NOT AVAILABLE,(419) 291-4000,GENERAL ACUTE CARE,OPEN,792,LUCAS,39095,USA,41.6723495590001,-83.5952583869999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.promedica.org,1226,NOT AVAILABLE,39,NON-PROFIT,-999,792,"LEVEL I, LEVEL II PEDIATRIC",Y
5596,-9308094.176,5104042.5925,5606,8443699,UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,TOLEDO,OH,43699,NOT AVAILABLE,(419) 530-5514,GENERAL ACUTE CARE,OPEN,319,LUCAS,39095,USA,41.618767238,-83.616032643,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/13 00:00:00,http://www.utoledo.edu,1228,NOT AVAILABLE,39,GOVERNMENT - STATE,-999,319,LEVEL I,Y
5597,-9290085.2222,4850340.8689,5607,6043140,MADISON COUNTY HOSPITAL INC,210 NORTH MAIN STREET,LONDON,OH,43140,NOT AVAILABLE,(740) 845-7000,GENERAL ACUTE CARE,OPEN,94,MADISON,39097,USA,39.8925545980001,-83.454255459,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.madisoncountyhospital.org,1011,NOT AVAILABLE,39,NON-PROFIT,-999,94,NOT AVAILABLE,Y
5599,-8978542.2894,5014624.5875,5609,15144512,SURGICAL HOSPITAL AT SOUTHWOODS,7630 SOUTHERN BLVD,YOUNGSTOWN,OH,44512,NOT AVAILABLE,(330) 729-8000,GENERAL ACUTE CARE,OPEN,36,MAHONING,39099,USA,41.015475655,-80.655617677,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://surgeryatsouthwoods.com/,1485,NOT AVAILABLE,39,PROPRIETARY,-999,36,NOT AVAILABLE,N
5613,-9129775.5628,5017632.7875,5623,6544254,LODI COMMUNITY HOSPITAL,225 ELYRIA STREET,LODI,OH,44254,NOT AVAILABLE,(330) 948-1222,CRITICAL ACCESS,OPEN,20,MEDINA,39103,USA,41.0358623180001,-82.014169286,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.lodihospital.org,1234,NOT AVAILABLE,39,NON-PROFIT,-999,20,NOT AVAILABLE,Y
5614,-9100548.1734,5016514.8579,5624,4944281,SUMMA WADSWORTH-RITTMAN HOSPITAL,195 WADSWORTH ROAD,WADSWORTH,OH,44281,NOT AVAILABLE,(330) 334-1504,GENERAL ACUTE CARE,CLOSED,50,MEDINA,39103,USA,41.028286812,-81.75161518,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2012/07/23 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.wrhhs.org,1235,NOT AVAILABLE,39,NON-PROFIT,-999,50,NOT AVAILABLE,Y
5615,-9421959.7225,4936052.3444,5625,15645828,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,COLDWATER,OH,45828,NOT AVAILABLE,(419) 678-2341,GENERAL ACUTE CARE,OPEN,88,MERCER,39107,USA,40.480755908,-84.638904251,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/01/31 00:00:00,http://www.mercer-health.com,1240,NOT AVAILABLE,39,GOVERNMENT - DISTRICT/AUTHORITY,-999,88,NOT AVAILABLE,Y
5616,-9376432.6944,4878429.1761,5626,8945373,UPPER VALLEY MEDICAL CENTER,3130 NORTH COUNTY ROAD 25A,TROY,OH,45373,NOT AVAILABLE,(937) 440-4000,GENERAL ACUTE CARE,OPEN,193,MIAMI,39109,USA,40.085874431,-84.229927999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,http://www.uvmc.com,1036,NOT AVAILABLE,39,NON-PROFIT,-999,193,NOT AVAILABLE,Y
5622,-9373349.7705,4832581.2836,5632,10645405,GRANDVIEW HOSPITAL & MEDICAL CENTER,405 GRAND AVENUE,DAYTON,OH,45405,NOT AVAILABLE,(937) 723-3200,GENERAL ACUTE CARE,OPEN,289,MONTGOMERY,39113,USA,39.770040754,-84.2022336219999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.ketteringhealth.org/grandview/,1017,NOT AVAILABLE,39,NON-PROFIT,-999,289,LEVEL III,N
5624,-9372258.3825,4822049.8069,5634,9745429,KETTERING MEDICAL CENTER,3535 SOUTHERN BOULEVARD,KETTERING,OH,45429,NOT AVAILABLE,(937) 298-4331,GENERAL ACUTE CARE,OPEN,456,MONTGOMERY,39113,USA,39.697286574,-84.1924295169999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,http://www.ketteringhealth.org/,1017,NOT AVAILABLE,39,NON-PROFIT,-999,456,LEVEL II,Y
5627,-9378474.8639,4813416.5777,5637,128145342,LIFE CARE HOSPITALS OF DAYTON,4000 MIAMISBURG-CENTERVILLE ROAD,MIAMISBURG,OH,45342,NOT AVAILABLE,(937) 384-8300,LONG TERM CARE,OPEN,44,MONTGOMERY,39113,USA,39.637588717,-84.24827312,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://www.lifecare-hospitals.com/hospital/dayton,1439,NOT AVAILABLE,39,PROPRIETARY,-999,44,NOT AVAILABLE,Y
5628,-9372868.6276,4829201.9713,5638,127945417,KINDRED HOSPITALS-DAYTON,707 EAST EDWIN C MOSES BLVD,DAYTON,OH,45417,NOT AVAILABLE,(937) 234-2606,LONG TERM CARE,OPEN,67,MONTGOMERY,39113,USA,39.7467039530001,-84.197911442,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://www.khdayton.com/,1458,NOT AVAILABLE,39,PROPRIETARY,-999,67,NOT AVAILABLE,N
5629,-9130035.0902,4862282.1637,5639,8343701,GENESIS HOSPITAL,2951 MAPLE AVENUE,ZANESVILLE,OH,43701,NOT AVAILABLE,(740) 454-4354,GENERAL ACUTE CARE,OPEN,321,MUSKINGUM,39119,USA,39.9748082890001,-82.016500661,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.genesishcs.org,1250,BETHESDAY HOSPITAL,39,NON-PROFIT,-999,321,LEVEL III,Y
5652,-9061747.4348,4982492.0938,5662,7544710,AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,OH,44710,NOT AVAILABLE,(330) 497-3966,GENERAL ACUTE CARE,OPEN,820,STARK,39151,USA,40.7973191510001,-81.403062215,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.aultman.com,1270,NOT AVAILABLE,39,NON-PROFIT,-999,820,LEVEL II,Y
5732,-9415264.5704,4990336.424,5743,2245891,VAN WERT COUNTY HOSPITAL,1250 S WASHINGTON STREET,VAN WERT,OH,45891,NOT AVAILABLE,(419) 238-2390,GENERAL ACUTE CARE,OPEN,109,VAN WERT,39161,USA,40.8506429020001,-84.5787606759999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.vanwerthospital.org,1287,NOT AVAILABLE,39,NON-PROFIT,-999,109,NOT AVAILABLE,Y
5733,-9385819.5318,4793308.0512,5744,17445005,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,FRANKLIN,OH,45005,NOT AVAILABLE,(513) 424-2111,GENERAL ACUTE CARE,OPEN,328,WARREN,39165,USA,39.498340495,-84.3142513939999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.atriummedcenter.org/,1116,NOT AVAILABLE,39,NON-PROFIT,-999,328,LEVEL III,Y
5734,-9068549.2463,4783699.0548,5745,10445750,MARIETTA MEMORIAL HOSPITAL,401 MATTHEW STREET,MARIETTA,OH,45750,NOT AVAILABLE,(740) 374-1411,GENERAL ACUTE CARE,OPEN,215,WASHINGTON,39167,USA,39.43170107,-81.464163927,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.mmhospital.org,1289,NOT AVAILABLE,39,NON-PROFIT,-999,215,LEVEL III,Y
5794,-9388884.5238,4757830.08,5805,1145242,BETHESDA NORTH,10500 MONTGOMERY ROAD,CINCINNATI,OH,45242,NOT AVAILABLE,(513) 865-1111,GENERAL ACUTE CARE,OPEN,524,HAMILTON,39061,USA,39.251979953,-84.341784686,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.trihealth.com/hospitals-and-practices/bethesda-north-hospital/,1024,NOT AVAILABLE,39,NON-PROFIT,-999,524,LEVEL III,Y
5805,-9110197.0958,5032784.6346,5816,544256,MEDINA HOSPITAL,1000 EAST WASHINGTON STREET,MEDINA,OH,44256,NOT AVAILABLE,(330) 725-1000,GENERAL ACUTE CARE,OPEN,171,MEDINA,39103,USA,41.138450875,-81.838292925,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.medinahospital.org,1236,NOT AVAILABLE,39,NON-PROFIT,-999,171,NOT AVAILABLE,Y
5850,-8978731.1841,5029173.4231,5861,1044501,ST ELIZABETH YOUNGSTOWN HOSPITAL,1044 BELMONT AVENUE,YOUNGSTOWN,OH,44501,NOT AVAILABLE,(330) 746-7211,GENERAL ACUTE CARE,OPEN,626,MAHONING,39099,USA,41.114014996,-80.6573145469999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2014/03/12 00:00:00,http://www.hmpartners.org,1230,NOT AVAILABLE,39,NON-PROFIT,-999,626,LEVEL I,Y
5852,-9101891.5217,4987620.0219,5863,15944667,AULTMAN ORRVILLE HOSPITAL,832 SOUTH MAIN STREET,ORRVILLE,OH,44667,NOT AVAILABLE,(330) 682-3010,CRITICAL ACCESS,OPEN,34,WAYNE,39169,USA,40.8321823480001,-81.763682683,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.aultmanorrville.org,1291,NOT AVAILABLE,39,NON-PROFIT,-999,34,NOT AVAILABLE,Y
5856,-9120646.4939,4985958.395,5867,4244691,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,WOOSTER,OH,44691,NOT AVAILABLE,(330) 263-8100,GENERAL ACUTE CARE,OPEN,150,WAYNE,39169,USA,40.820887467,-81.932161465,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/04 00:00:00,http://www.woosterhospital.org,1292,NOT AVAILABLE,39,GOVERNMENT - LOCAL,-999,150,NOT AVAILABLE,Y
5973,-9037928.4676,5087749.791,5984,2644024,UH GEAUGA MEDICAL CENTER,13207 RAVENNA RD,CHARDON,OH,44024,NOT AVAILABLE,(440) 285-6000,GENERAL ACUTE CARE,OPEN,225,GEAUGA,39055,USA,41.5092579970001,-81.1890927919999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.uhhospitals.org/geauga/,1001,NOT AVAILABLE,39,NON-PROFIT,-999,225,LEVEL III,Y
5984,-9305847.5273,4960360.0797,5995,16843326,HARDIN MEMORIAL HOSPITAL,921 EAST FRANKLIN STREET,KENTON,OH,43326,NOT AVAILABLE,(419) 675-8141,CRITICAL ACCESS,OPEN,25,HARDIN,39065,USA,40.6466403260001,-83.5958506549999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.hardinmemorial.org,1196,NOT AVAILABLE,39,NON-PROFIT,-999,25,NOT AVAILABLE,Y
5993,-9241584.4234,4865108.3187,6004,10743210,OHIO STATE UNIVERSITY HOSPITALS,410 WEST 10TH AVENUE,COLUMBUS,OH,43210,NOT AVAILABLE,(614) 293-9700,GENERAL ACUTE CARE,OPEN,1106,FRANKLIN,39049,USA,39.994260862,-83.01856537,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.medicalcenter.osu.edu,1171,NOT AVAILABLE,39,GOVERNMENT - STATE,-999,1106,LEVEL I,Y
